randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C5S111,2017-05-28 12:51:25,2018-05-24 16:32:04,Dixon Dairy - Inverter NE A - Offline No comms. ,"Inverter NE A offline with no comms 2018-02-02 13:00, production loss confirmed via meter comparison. . ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:43:47,"Dixon Dairy - Inverter SEA, SEB - Offline. ", error. This is likely an event no the AC side and could be a blown dip pole. . ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:44:54,"Dixon Dairy Road - NWA, NWB Inverters - No Comms. ",NWA and NWB comms were lost when site was restored 2017-11-11 17:45. Production confirmed with sum of inverters vs meter. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:45:34,Dixon Dairy Road - Inverter SEB - Internal Inverter Error. ,Inverter SEB offline 2017-11-04 at 08:45 with 7600 Internal Inverter Error.  SD data will need to be pulled and sent to SMA. Inverter self restored 2017-11-04 at 08:50.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:47:13,Dixon Dairy Road - Full Site Outage. ,"2017-10-22. 20:20.  Duke Energy called NOC and informed that the recloser has been tripped open at site. They request a Strata technician dispatch to site and inspect our equipment. Once deemed safe to restore, Duke can close remotely. . ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:51:06,Dixon Dairy Road - Inverter NEB - Multiple error codes. ,Inverter NEB reported multiple error codes 2017-09-24 14:20. Errors cleared shortly after and production continued. Temporary glitch with inverter montioring equipment. Closing ticket 2017-09-25. . ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S174,2017-05-28 12:51:26,2018-05-24 16:55:57,North Nash - Site Comm Outage. ,"Unable to connect with Inverters or Skylog 2017-08-16 22:10. Utility called to start ticket, their estimated time of restoration is 11:30. Utility called to say their recloser is closed in, but we have no site communication. . ",Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S111,2017-05-28 12:51:25,2018-05-24 16:57:17,Dixon Dairy - NW-A and NW-B Inverters - No Comm. ,No comms at NWA and NWB starting 2017-08-04 at 16:45. Inverters lost comms after site was restored.  Verified production by adding sum of inverters versus the meter.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:57:19,Dixon Dairy - Site offline. ,Site offline 2017-08-04 14:15. Utility reporting a B phase to ground fault.  Inspected medium voltage site restored 2017-08-04 at 16:30.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:57:50,Dixon Dairy - Site Outage. ,Site offline starting 2017-07-28 16:00. Reporting to utility. Site restored 2017-07-28 at 20:24.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S174,2017-05-28 12:51:26,2018-05-24 16:58:35,North Nash - Inverter A2 - No comms. ,Inverter A2 lost comms 2017-07-23 19:00. Inverter still online after meter vs inverter sum comparison. . ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S174,2017-05-28 12:51:26,2018-05-24 16:58:36,North Nash - Inverter C1 - Offline. ,Inverter C1 went offline 2017-07-23 18:15 with a 3502 ground fault error. Heavy storms at time of fault. . ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S111,2017-05-28 12:51:25,2018-05-24 17:01:14,Dixon Dairy - SW-B Inverter - Offline. ,SW-B Inverter offline following site wide disturbance 2017-06-28 14:30. SMA replaced Stack A. Inverter online 2017-07-19 15:35.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 17:01:17,"Dixon Dairy - NE-A, NW-A, NW-B, SE-A, SE-B, and SW-B Inverters - Abnormal inverter production. ","NW-A, NW-B, SE-A, SW-B are offline starting 2017-06-28 at 14:15. SW-B, SE-A, and SE-B have communication but are under performing. NW-A and NW-B lost comms starting 2017-06-28 at 14:15. NE-A is under performing. All units except SW-B were restored by completing a hard reset at site. For SW-B a separate ticket was created and opened with SMA. Underperformance / communication issues resolved 2017-06-29 12:05.. ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 17:03:32,Dixon Dairy - NWA Inverter - Offline. ,NWA inverter offline with no communication starting 2017-06-08 13:00.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 17:05:05,Dixon Dairy - Inverter NWB - Offline. ,Inverter NWB offline with no communication starting 2017-05-26 11:55. No error codes shown. Inverter is operational 2016-06-06 10:15 and will be placed in monitor mode.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 17:05:56,Dixon Dairy Road - Inverter NWB Offline. ,Inverter NWB offline starting 2017-05-17 at 12:20.  Inverter has no communications and does not show a fault code at time it went offline.  All zones are reading 0 for this inverter.   Learned that the TU reset button was tripped and the ac was in the open positon. Collected SD card data after inspecting all the equiptment. Contacted SMA and they said if everythingg was good on our side to just reset and and close it back. Continued to do that and everything turned on and is in working order.  Issue resolved 2017-05-18 at 10:30.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S174,2017-05-28 12:51:26,2018-05-24 17:11:45,North Nash - Site No Comm. ,"Site not reporting to PVGuard starting on 2017-03-26 at 09:25.  Was able to confirm production. Skylog rebooted 2017-3-27 8:00, issue resolved. . ",Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S111,2017-05-28 12:51:25,2018-05-24 17:17:55,Dixon Dairy Road - NE-A-8 Combiner - Offline. ,"NE-A-8 combiner offline starting 2017-02-11 12:05. Combiner went back offline 2017-04-06, shortly after repair was made. Need to re-investigate. . ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 17:19:13,Dixon Dairy Road - SW-B Inverter - Inverter Offline. ,"Inverter offline 2017-02-05 12:40.  No comms, production outage confirmed via site meter.  PPM dispatch needed to confirm inverter condition (any visual/smell indication of burning, etc) and pull SD card data. SMA replaced L2 and L3 cubes. Inverter online 2017-02-17 17:30.. ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S174,2017-05-28 12:51:26,2018-05-24 17:19:36,North Nash - Skylog - No Data Transfer. ,Skylog stopped communicating data 2017-02-01 14:00. Skylog rebooted remotely. Communication restored 2017-02-01 15:30.. ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S111,2017-05-28 12:51:25,2018-05-24 17:19:59,Dixon Dairy Road - SE-A Inverter - Offline. ,SE-A inverter offline with no comm starting 2017-01-26 12:30. Verified production loss at combiners. SMA ticket #401706532. SMA made one visit and did not have necessary parts today. Will return later today with stack. Inverter online 2017-02-07 9:15 following stack replacement.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
